"_id","description"
"60b11dee1fea113390c81d72","The Pakistan Cricket Board has apparently compromised on its COVID-19 protocols and allowed fast bowler Naseem Shah to re-enter the bio-secure bubble before returning to play in the country’s premier Twenty20 league.

The 18-year-old Shah was expelled last Monday from the remainder of Pakistan Super League after arriving at a team hotel in Lahore with an outdated negative test for COVID-19. The last 20 games of the postponed tournament are being played in the United Arab Emirates.

The PCB’s protocols required all players traveling to Abu Dhabi to present a negative test taken not more than 48 hours prior to arrival at the team hotel. Shah presented a report on Monday from a test that was conducted on May 18.

But after meeting with franchise owners, the PCB allowed Shah to return to the team hotel after returning another negative test COVID-19. Shah will then have to clear two more COVID-19 tests before boarding the last charter flight to Abu Dhabi for the tournament.

Shah is supposed to be the key player for Quetta Gladiators in the PSL. He rose to the fame with his pace when he made his test debut against Australia in November 2019 and then grabbed a hat trick in a test match against Bangladesh at Rawalpindi last year. He has played in nine test matches and grabbed 20 wickets.

The PCB has not yet announced the schedule of the remaining 20 PSL games in Abu Dhabi. The league was postponed in March when several players and support staff among the six franchises tested positive for COVID-19."
"60b11e201fea113390c81d73","Indian seamer Bhuvneshwar Kumar says he never realised the importance of adding pace to his bowling in his formative years but once he did, it helped him “maintain that swing” which keeps batsmen guessing.

“To be honest, first couple of years I didn’t realise pace is something that needs to be added,” he said in a video posted by his IPL team SunRisers Hyderabad on its twitter handle.

“As I kept playing, I realised with swing I need to improve my pace because bowling in late 120kph or just 130kph, batsmen were adjusting to the swing. So, I wanted to increase the pace, but I didn’t know how to do it…

The 31-year-old has so far taken 63 wickets in 21 Tests, 138 and 45 scalps in 117 ODIs and 48 T20Is.

“Fortunately, I was able to improve the pace and that really helped me in the later stages. So yes, when you have pace, not the express 140-plus, but bowling in the mid-130kph helps maintaining that swing and keep the batsman guessing,” he said.

Bhuvneshwar has been troubled by injuries and was not considered for the upcoming World Test Championship final against New Zealand in Southampton and the five-match Test series against England."
"60b11e4b1fea113390c81d74","Indian boxer Sakshi Choudhary (54kg) has lost her final spot in the Asian Championships after her rival, top-seeded Kazakh Dina Zholaman, successfully challenged the narrow victory that the two-time youth world champion had clinched in the last-four stage.

Sakshi had prevailed 3-2 in the regulation bout but the decision was challenged by the Kazakh team and eventually overturned.

“Kazakhstan’s Dina Zholaman defeated India’s Sakshi Choudhary at the women’s bantamweight (54kg),” the Asian Boxing Confederation announced.

Zholaman was the declared winner in the official result sheet that came out at the end of the day’s proceedings late on Thursday night.

“The Kazakh team sought a review of the third round, which it felt should have been scored in favour of their boxer. On review, the jury found their contention to be correct and overturned the original verdict,” a source in the Indian contingent told PTI.

The bout review system was introduced by the International Boxing Association (AIBA) in 2019.

The team manager or the head coach of the losing boxer gets 15 minutes after the decision is announced to submit their protest and complete the paperwork for it in the next 30 minutes.

Decisions with scores 5-0 or 4-1 are not reviewable under this system.

Each team is allowed up to two failed reviews.

“If the Technical Delegate determines, after consulting the Bout Review Jury, that the protest should be allowed to proceed, the bout will be reviewed by the Jury � the Observer, the Referee Evaluator and the Judge Evaluator,” the AIBA had said.

In case of a protest claiming that an AIBA technical rule was violated by the referee, the aggrieved team has to specify the breach, the round in which it allegedly took place, and how it affected the final result.

The jury’s decision must be unanimous and will be final.

With this, Indian women boxers’ presence in the finals has been reduced to four.

Six-time world champion M C Mary Kom (51kg), Lalbuatsaihi (64kg), Pooja Rani (75kg) and Anupama (+81kg) entered the finals after winning their bouts on Thursday.

Of these, Pooja got a walkover after her opponent pulled out."
"60b11e871fea113390c81d75","Five fans have been banned indefinitely from NBA arenas for “completely unacceptable” behaviour towards players and their families in separate incidents during Wednesday’s playoff games.

The New York Knicks said on Thursday a fan who spat on Trae Young of the Atlanta Hawks in the fourth quarter of their game had been banned from Madison Square Garden.

“This was completely unacceptable and will not be tolerated in our venue,” the Knicks said in a statement, while also apologising to Young and the Hawks. “We have turned the information over to the appropriate authorities.”

At a game between Utah and Memphis, three Jazz fans were removed by Vivint Arena staff for heckling the family of the Grizzlies’ Ja Morant.


“The Utah Jazz have zero tolerance for offensive or disruptive behaviour,” the Jazz said in a statement.

“An incident occurred last night involving a verbal altercation during Game 2. Arena security staff intervened, and the investigation resulted in the removal and banning of three Jazz fans indefinitely.”

The Philadelphia 76ers said they had revoked a fan’s season ticket with immediate effect and banned him from all events at the Wells Fargo Center after he poured popcorn on Washington Wizards’ Russell Westbrook.

The Wizards guard was limping to the locker room with an ankle injury in the fourth quarter and was showered with popcorn by a fan seated above the tunnel. A furious Westbrook had to be restrained by staff and security guards.

“We apologise to Russell Westbrook and the Washington Wizards for being subjected to this type of unacceptable and disrespectful behaviour,” the 76ers said. “There is no place for it in our sport or arena.”

Westbrook called for more protection for the players, saying there were numerous instances where fans in the stands felt they were “untouchable”.

“There has to be some penalties or something put in place where fans just can’t come to the games and do and say as they please,” he added.

The NBA urged fans to show respect for players and officials and said it will vigorously enforce an enhanced code of conduct to ensure a “safe and respectful environment for all involved”.

The National Basketball Players Association said that true fans would honour and respect the dignity of players.

“No true fan would seek to harm them or violate their personal space,” the group said in a statement.

“Those who do have no place in our arenas.

“Respect our Players. Respect our Game.”"
"60b11ef41fea113390c81d76","Novak Djokovic, Rafael Nadal and Roger Federer all ended up in the same half of the French Open men’s field in the draw Thursday, meaning no more than one of them can reach the final.

The Big Three top the leaderboard for Grand Slam men’s singles titles: Federer and Nadal head to Roland Garros, where play begins Sunday, tied with 20, while Djokovic has 18.

Nadal beat Djokovic in straight sets in the 2020 final for his record-extending 13th championship on the red clay of Paris, but if they meet again this time, it would be in the semifinals. Nadal is ranked and seeded No. 3 now and so he could have wound up on either side of the bracket; as luck would have it, he was placed in No. 1 Djokovic’s half.

So was Federer, whose record for most weeks atop the ATP rankings recently was broken by Djokovic and is currently at No. 8 after playing only three matches over the past 15 months because of two operations on his right knee. Federer could meet Djokovic in the quarterfinals.

The other possible men’s quarterfinals on their side is Nadal vs. No. 7 Andrey Rublev.


On the other side of the draw, the potential quarterfinals are No. 2 Daniil Medvedev vs. No. 5 Stefanos Tsitsipas, and No. 4 Dominic Thiem vs. No. 6 Alexander Zverev.

Medvedev is a two-time Grand Slam finalist but is 0-4 for his French Open career. Thiem won last year’s US Open and twice has been the runner-up in Paris.

Serena Williams, who has won three of her professional-era record 23 Grand Slam titles in Paris, is in a quarter of the women’s draw filled with familiar faces.

That includes possible matchups with three-time major champion Angelique Kerber in the third round, two-time Wimbledon champ Petra Kvitova in the fourth and either two-time Australian Open champ Victoria Azarenka or No. 3 seed Aryna Sabalenka in the quarterfinals.

The other possible women’s quarterfinals are No. 1 Ash Barty vs. No. 5 Elina Svitolina, No. 4 Sofia Kenin vs. No. 8 Iga Swiatek in what would be a rematch of the 2020 final won by Swiatek, and No. 2 Naomi Osaka vs. No. 6 Bianca Andreesscu.


Four-time major champion Osaka announced Wednesday on Twitter that she would not be doing news conferences during the French Open.

A year after withdrawing from Roland Garros before the second round because of an injured left Achilles, Williams will face 74th-ranked Irina-Camelia Begu of Romania to begin things. They met once before: On red clay in Rome in 2016, the year Begu reached the fourth round in Paris for the deepest French Open run of her career.

Other first-round matches of interest include Swiatek against Kaja Juvan, a 20-year-old from Slovenia who beat Kerber in the first round in Paris last year; Azarenka against another owner of two major trophies, Svetlana Kuznetsova; and Kenin, last year’s Australian Open champion, against 2017 French Open champion Jelena Ostapenko.

Nadal and Swiatek are the favorites to win the singles titles, according to FanDuel Sportsbook."
"60b11f691fea113390c81d77","German javelin thrower Johannes Vetter is giving the phrase ‘new normal’ a context outside of the pandemic.

What has become habitual this season for the 6’1″ and 103-kilogram athlete from Dresden are 90 metre-plus throws. Vetter, a favourite for the Olympic gold in Tokyo, has seven such throws this season.

His recent feats are evoking comparisons with one of the greatest, world record holder Jan Zelezny. The Czech’s 14 throws over 90 metres back in 1995 is a single-season record, according to World Athletics. Vetter remains in the shadow of the Czech great, but for how long is the question.

In September, Vetter came close to bettering Zelezny’s hallowed mark of 98.48 metres set in the mid-nineties.

At the Continental Tour Gold event in Chorzow, Poland, officials, caught napping, had to run to the far end of the field to retrieve the javelin. Vetter’s 97.76 metres was as close as anyone had got to rewriting the record books since Zelezny in 1996.

In the year of the postponed Olympics, the 28-year-old has made ‘consistency’ his middle name. In a short span of time, he has won four events in a row with 90-metre throws. Only Zelezny, with five back-to-back wins in the same year, can boast of a better run at this distance.


Built like an oak and strong as an ox, Vetter has combined technique and power to become an awe-inspiring giant in the javelin throw. Every other week, he has launched carbon-fused meteors across stadiums as ‘gravity-defying’ becomes less of a cliché.

Wind conditions or the temperature, two factors that can affect participants of the outdoor event, were overcome by Vetter as if they did not matter.

Last Wednesday at the World Athletics Continental Tour at Ostrava, Croatia, Vetter produced 94.20 metres, a world-leading distance. After the event, while talking about the conditions, Vetter told the official broadcaster, “I think it was 12 degrees here, the wind was a bit difficult, always changing a bit, the wind directions, still 94.20 metres.”

Two days later on Friday, Vetter didn’t go off the boil. At the Anhalt Meeting, part of the World Athletics Continental Tour Bronze series, in Dessau, he registered a throw of 93.20 metres in the third round. He followed it up with 88.09 metres after which he decided not to stretch himself and skipped the last two rounds.

“It was a great throw,” said the 2017 World Championships gold medallist. “But of course the world record would be even better. It was great training for me. I made only small mistakes and managed to hit the javelin very cleanly.”

Questions about the world record are bound to be asked to Vetter. With two months to go for the Olympics, experts believe one of the longer-standing marks could fall.

“His technique has improved and is more stable in the important parts. He will probably do it sometime (break the record). Maybe this year. He is also not far from 100 metres. Can’t see someone else doing this at the moment,” Uwe Hohn, the only athlete to throw the javelin over 100 metres, tells The Indian Express.


Hohn, the javelin coach of the Indian team, achieved what is known as the ‘eternal world record’ of 104.80 metres in 1984. Two years later the centre of gravity of the sphere was moved forward to shorten distances.

Vetter’s countryman and 2016 Rio Olympics gold medallist Thomas Röhler has spoken about wanting to throw 100 metres. “I said to people I want to throw the 100, just to find out if it is possible for humans,” Röhler told Trans World Sport in an interview.

With the competition circuit getting busier ahead of the Tokyo Olympics, some of the top throwers including Röhler will begin their season soon. In a sport of fine margins, fortunes can change quickly.

Personal loss, injury

Vetter looks to be close to his very best this year after overcoming personal loss and injury.

When he won the 2017 World Championships gold in London, Vetter was going through a difficult time because his mother was unwell.

“It was a crazy time because my mom had a surgery one week before because of a brain tumour. I was also struggling with my back one week before the World Championships started. When I was winning the title, I was making a round of the stadium and I saw my father in the crowd and it was like really emotional because my mom was that ill and it was like a bit of mental pain but I was really happy that my family stands behind me,” Vetter told World Athletics’s podcast last year.

By the end of 2018, Vetter’s mother passed away. He says the family knew she would die following the medical diagnosis. “It was really hard to handle. Private life is very hard and your sports life is really tough as well.”

It took almost half of 2019 to figure out why the left ankle was troubling Vetter. He would have doctor visits every week and injections became a part of his life. At the Doha World Championships, Vetter finished third. Four days later he went in for surgery. Post-operation, Vetter was able to take time to reflect on what he went through over the past two years.

“I had some time to realise what happened during the last one and a half, two, three years. It helped me a lot to find my way back into life.”

This weekend Vetter will be at the European Athletics Team Championships, another competition he will be using to build up for the Tokyo Olympics. There is anticipation about how far the German will throw.


Chopra’s predicament

The luxury of travel and participating in competitions abroad is something India’s Olympic medal hope Neeraj Chopra does not have. Restrictions imposed by countries on flights from India because of the pandemic and the mandatory lengthy quarantine have resulted in Chopra being stuck at the National Institute of Sports in Patiala.

Two years away from international competition, because of injury as well as the pandemic, has left him frustrated. At the 3rd Indian Grand Prix in early March, Chopra rewrote his national record with a throw of 88.07metres. But since then he has been on a constant cycle of just training.


“It is getting difficult because along with training, I need competition. Most of 2019, I missed because of injury and in 2020 and 2021, nothing has happened because of Covid. How long will one be patient? For one year or two years…,” Chopra had said earlier this month.

Dr. Klaus Bartonietz, a biomechanical expert and coach Hohn are now trying to get Chopra to replicate ‘competition mode’ during practice.

“Neeraj is throwing better in training and throwing also more intensive but it’s not replacing competitions that he needs urgently. You can also see that Vetter’s technique… sometimes he is jumping forward, sometimes he is doing a better block but to practice that you need competitions without pressure of throwing far… to transfer the technique into competition,” Hohn says.

Both Klaus and Hohn are continuously working on Chopra’s technique while keeping an eye on what the likes of Vetter are doing even as he keeps threatening to break the world record. The German coaching pair have a lot of faith in Chopra. “Neeraj has the talent for it also…,” Hohn says."
"60b11faf1fea113390c81d78","Former opener Mark Butcher feels the ECB should have agreed to the BCCI’s request to change the Test series schedule to accommodate the remaining games of IPL as it would have given the England Board the leverage to get top Indian players for its ‘Hundred’ tournament.

The Indian Board had informally made a request to shift the five-match Test series between India and England, starting August 4, by a week in order to accommodate the remaining 31 IPL games but it has not met with any favourable response from England and Wales Cricket Board (ECB).

“Well, listen. I take a deep breath here … as does the nation. I think it’s a massive missed opportunity,” Butcher said during the latest Wisden Cricket Weekly Podcast.

Butcher said accepting the request would have given ECB the leverage to get top Indian cricketers such as Virat Kohli and MS Dhoni for ‘The Hundred’ tournament, the ECB’s flagship project.

“…the ECB is absolutely desperate to make this (Hundred) work. They have to be, they have bet the house on The Hundred, but at every turn, it seems a greater power doesn’t want it to happen,” said the 48-year-old Butcher who played 71 Tests for England between 1997 and 2004.

“And so for me, this was the opportunity where you’ll say ‘Okay, we’ll bite the bullet… We would do this for the BCCI on the proviso that we get Kohli, Dhoni, whoever we like, signed up for three years to play in The Hundred, starting 2022’.”

The inaugural edition of ‘The Hundred’, a 100-ball tournament involving eight men’s and women’s teams, was scheduled to take place last year but was delayed due to the COVID-19 pandemic.

“And you have leverage for the first time ever: you have something that they need, that they want. Obviously, the BCCI will lose a lot of money if they don’t get the IPL in the window,” Butcher said.

“You also have the extraordinary spectacle of the IPL being finished at the behest or because of English cricket. And you use that lever in order to get something you desperately need. So I think there’s an opportunity missed.”

The IPL was suspended early this month after multiple COVID-19 cases were reported inside its bio-bubble.

According to a senior BCCI official, the IPL will now resume tentatively on September 18 or 19 in the UAE with as many as 10 double-headers expected to be played during a three-week window."
"60b120121fea113390c81d79","Australia head coach Justin Langer must change his coaching style if wants to continue in his role, an end-of-season review of cricket Down Under has warned.

A source-based report in the ‘Sydney Morning Herald’ said, the 50-year-old was given a “strong and straightforward” feedback — taken from 40 players and support staff — about his coaching style as part of the team’s regular end-of-season reviews.

Earlier this year, after an under-strength India came back from behind to hammer Australia 2-1 in their own den, some players had expressed dissatisfaction over Langer’s management style because of his intensity and mood swings.

Langer was appointed as the head coach on a four-year contract in 2018 after Darren Lehmann had stepped down in the wake of the ball-tampering scandal.

The players also expressed discontentment towards team manager Gavin Dovey.

Langer’s response to the feedback across the rest of the year will decide whether he will be handed a new contract.

“This is effectively identical to the process undertaken before the last World Cup and the 2019 Ashes where the team performed strongly,” CA’s national teams boss Ben Oliver said in a statement to the publication.

“It’s part of our ongoing commitment to on-and off-field improvement and we expect it will have a similar benefit in the team’s preparation for the upcoming T20 World Cup and home Ashes,” he added.

The report stated that leadership consultant Tim Ford, who oversaw the reintegration of Steve Smith and David Warner to the team two years ago after the ball-tampering bans, also conducted a second review process.

“Ford interviewed players virtually towards the end of the home season, with their responses to be kept anonymous.”

“…in a wide-ranging review, which checked on player welfare at the end of a difficult season, he asked for their thoughts on the team’s values and what needed updating since they last underwent the process with him two years ago.”

He will handover the findings of the report to team leaders Tim Paine, Pat Cummins and Aaron Finch next week.

“Langer will also receive the feedback from Ford’s report though the comments were not as hard as the player review from the end of the season,” the media report stated.

Assistant coach Andrew McDonald received good reviews with players, saying he was more approachable.

“In contrast to reports from the dressing room during the Australian summer, players spoke glowingly in public of the mood and team environment under McDonald, whom members of the Test side had gravitated towards due to his more approachable manner.”"
"60b120ad1fea113390c81d7a","The immense popularity of Friends can be gauged by the fact that a reunion special episode that aired on Thursday is the biggest thing in pop culture at the moment. Evidence suggests that it is likely driving fans to subscribe to HBO Max, the streaming service of WarnerMedia.

That the show, created by David Crane and Marta Kauffman, is still as popular as it was in the 1990s is the testament to its actors’ star power. The series’ actors, particularly the big six, Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry and David Schwimmer, were a huge factor in making Friends iconic.


Here’s what the stars have done in their career since the show ended.

Jennifer Aniston (Rachel Green)

Jennifer Aniston, Jennifer Aniston friends, rachel green Jennifer Aniston arguably became the most well-known actor among the main Friends cast members. (Photo: Warner Bros Television)
Jennifer Aniston, it can be argued, became the most well-known actor among the main Friends cast members. She starred opposite Jim Carrey in the comedy film Bruce Almighty in 2003. She was also a lead actor in other, successful comedy films like The Break-Up, Marley & Me, The Bounty Hunter, Just Go with It, Horrible Bosses, and We’re the Millers, and so on. In 2019, she made a comeback to television with Apple TV+ with The Morning Show, which also had in the cast Reese Witherspoon, a guest star in Friends, and Steve Carell. She is also an executive producer on the show.

Courteney Cox (Monica Geller)

Courteney Cox, Courteney Cox monica Courteney Cox as Monica in Friends. (Photo: Warner Bros Television)
When Friends began airing, Courteney Cox was the biggest star in the cast. Apart from Friends, she was also a part of another 90s’ sensation, the horror-slasher film Scream. During her post-Friends career, Cox’s best known works include drama series Dirt and sitcom Cougar Town. Cox has also tried her hand at direction with 2014’s Just Before I Go, albeit with less than ideal results.

Lisa Kudrow (Phoebe Buffay)

Lisa Kudrow, Lisa Kudrow phoebe Lisa Kudrow as Phoebe in Friends. (Photo: Warner Bros Television)
Soon after Friends ended, Kudrow was a part of HBO’s comedy-drama The Comeback, which she starred in, wrote for and produced. She also appeared in acclaimed recent shows like The Good Place, Unbreakable Kimmy Schmidt, RuPaul’s Drag Race, and so on. In movies, her well-known credits include P.S. I Love You, Booksmart, and The Girl on the Train.


Matt LeBlanc (Joey TribmaTTHbiani)

Matt LeBlanc, Joey Tribbiani Matt LeBlanc as Joey Tribbiani in Friends. (Photo: Warner Bros Television)
Matt LeBlanc led the Friends spinoff series Joey, which was based on his character in the original show. He has made numerous appearances as himself in the popular British non-fiction automobile programme Top Gear. He was the starring cast member of sitcom Man with a Plan which ran from 2016 to 2020. He has also appeared in shows like Episodes and films like Jonah Hex and Lovesick.

Matthew Perry (Chandler Bing)

Matthew Perry, Chandler Bing  Matthew Perry as Chandler Bing in Friends. (Photo: Warner Bros Television)
After Friends, Matthew Perry starred in films like The Ron Clark Story, Numb and Birds of America. When it comes to television, his credits include a starring role in The Odd Couple, recurring role in The Good Wife, Mr. Sunshine, among others.


David Schwimmer (Ross Geller)

David Schwimmer, David Schwimmer Ross Geller , Ross Geller  David Schwimmer as Ross Geller in Friends. (Photo: Warner Bros Television)
After Friends ended, Schwimmer prioritised film and theatre. He starred as the titular character in the 2005 film Duane Hopwood. He also voice Melman in the Madagascar movies. His most famous role post Friends has to be the portrayal of Robert Kardashian in American Crime Story. He has also made special or brief appearances in shows like Curb Your Enthusiasm and 30 Rock.

Paul Rudd (Mike Hannigan)

Paul Rudd, friends, paul rudd friends Paul Rudd and Lisa Kudrow in Friends. (Photo: Warner Bros Television)
Rudd, now a big star, had a recurring role in Friends as Phoebe’s love-interest Mike Hannigan and her third husband. He is best known for playing the role of thief-turned-superhero Scott Lang or Ant-Man in the Marvel Cinematic Universe films. He has also appeared in films like Anchorman: The Legend of Ron Burgundy, Mute, This Is 40, among others. He has also hosted NBC’s variety show Saturday Night Live several times.

Cole Sprouse (Ben Geller)

Cole Sprouse, Cole Sprouse friends Cole Sprouse and David Schwimmer in Friends. (Photo: Warner Bros Television)
Then a child actor, Cole Sprouse played the role of Ross’ son with Carol Willick. Since then, he has appeared in films like The Kings of Appletown and Five Feet Apart. His best known role comes in the Riverdale TV series, in which he plays a lead role of Jughead Jones.

Maggie Wheeler (Janice)

Maggie Wheeler, Janice, Janice friends Maggie Wheeler as Janice in Friends. (Photo: Warner Bros Television)
Wheeler, who played the recurring role of Janice in Friends, was also a part of other shows like ER, Californication, and Archer (through voice). She also appeared in 2006’s Dr. Dolittle 3.

James Michael Tyler (Gunther)

James Michael Tyler, James Michael Tyler friends James Michael Tyler played the role of Gunther in Friends. (Photo: Warner Bros Television)
James Michael Tyler, who played the role of Gunther in Friends, has not been as active in showbiz as other cast members of the show. He has appeared in shows like Scrubs, Episodes, and cooking show Iron Chef America.

"
"60b121461fea113390c81d7b","Mother India is a valentine to Indian womanhood. On International Women’s Day and in particular, Mother’s Day, film journalists (mea culpa) cheerfully list it as a must-watch. Whether or not young audiences are drawn to it despite all the good press is hard to guess. But thanks to Nargis’ mother of all performances in the mother of all Hindi movies, the 1957 classic has a secured place in Bollywood’s rarefied sanctum. In addition to giving us Nargis’ ballsy act, Naushad’s magnum opus music, Sunil Dutt’s devilish rogue performance, the evil Lala and the milky river of melodrama that has only served to sweeten future Hindi films, Mother India has one main contribution that has outlasted everything else — the ‘mother’ trope, obviously."
"60b121b81fea113390c81d7c","Debutante Sonia Rathee is ‘beyond excited’ about her upcoming show, Broken But Beautiful 3. A story and love and heartbreak, with obsession and complicated emotions thrown in for good measure, the AltBalaji show returns with a new cast this time — fan favourite Sidharth Shukla, who is making his first big appearance after stepping out of Bigg Boss house, with Sonia in tow.

Sonia is all set for the journey. “I am just in awe at how many people liked our trailer. I am just hoping they like the show too,” she said hours before the premiere of  Broken But Beautiful 3. The Indo-American actor, in an exclusive chat with indianexpress.com, said she was aware of her co-star’s popularity but refrained from reading too much on him.

“He is all over social media and we all know how much he is loved. But I really did not want to go in with a preconceived notion. I wanted to judge him for myself,” said Sonia, adding that it was a blast working with Sidharth.

“It was great and so much fun with him. There was actually never a boring moment when Sidharth was around. He used to pull jokes at everyone, and I was such an easy target. He is an absolute favourite of everyone and I really enjoyed shooting with him,” shared Sonia Rathee.


The Bigg Boss 13 winner is also making his digital debut with the show. From the time the first look of his character, Agastya Rao, has been revealed fans have been in a frenzy. However, there has been a section that wanted Sidharth and Shehnaaz Gill in the lead role. However, for Sonia, the actor shared that she is overwhelmed with the way his fans welcomed her, “I have gotten such great feedback. I am just overwhelmed to have got an audience like that. Honestly, I wasn’t expecting so many people to show so much love. I am just too grateful for it.”

Also Read |Sidharth Shukla, Sonia Rathee share a kiss in Broken But Beautiful 3, Ekta Kapoor shares video
Interestingly, the actor revealed that she feels she manifested Broken But Beautiful 3 in her life. Her brother Ankur Rathee’s fiance Anuja Joshi was part of the second season (Debbie), and Sonia had accompanied her to a photoshoot for the show. “I had just moved to India and tagged along with her. I was so impressed that I was wishing I could also get a project like this. I think I completely manifested it,” she shared with a smile.


 

However, it was the character of Rumi that made the young actor say yes. Having gone through three rounds of audition, as she started finding more about the part, she wanted to do it. “Rumi is this 20-something girl still figuring out life. She is like most of us and what I really loved about her was her feistiness. No one can dare tell her something. She is also very emotional, but the show has beautifully graphed her journey as she grows up.”

Also Read |Broken But Beautiful 3 song Tere Naal: Sidharth Shukla’s romantic avatar will leave you impressed
The first two seasons of the web series starred Harleen Sethi and Vikrant Massey, and were loved by all. However, she says she didn’t feel any pressure.


“While filming I knew it was a very different project from what has been done, hence I didn’t feel like that. I had blocked out the past seasons and I am thankful that no one made a comparison. However, now that people are asking then, yes, maybe there is a pressure,” she said.

Lastly, stating that everything that ‘breaks’ leaves something ‘beautiful’ behind, Sonia said, “We all go through heart breaks, we all get our trust broken. However, every experience teaches us something and gives us a chance to grow.”

Starting May 29, Broken But Beautiful 3 will stream on ALTBalaji and later on MXPlayer."
"60b1224d1fea113390c81d7d","Telugu movie Rang De, starring Nithiin and Keerthy Suresh in the lead roles, is all set to release on ZEE5. Announcing the release date of the film on Friday, ZEE5 tweeted, “The film that you have been waiting for a long time, the magical love tale Range De streams from 12th June only on #ZEE5.”

The digital release of Rang De comes after over two months of its theatrical release. Helmed by Venky Atluri of Tholiprema fame, the film released in cinema halls on March 26 to mixed reviews.


Indianexpress.com’s Manoj Kumar R wrote in his review, “One of the primary duties of cinema is to provide comfort, especially in times we feel the world is folding on itself. Rang De is one such film filled with happy and feel-good moments. The familiarity of the characters and story actually works in the favour of the film. It sort of feels like a comforting blanket, which gives you much-needed warmth and allows you to delight in a sense of nostalgia.”


Produced by Suryadevara Naga Vamsi under the Sithara Entertainments banner, the movie has music by Devi Sri Prasad. The songs topped the charts for a long time, and it helped pull cine-goers to theatres.

Rang De will begin streaming on ZEE5 from June 12."
"60b122af1fea113390c81d7e","Neetu Kapoor and Soni Razdan met up with their friends on Thursday night and the photos of the get-together are being shared online. It seems while Alia Bhatt and Ranbir Kapoor are keeping a low profile these days, their mothers had a good time with their friends.

Neetu, who is quite active on her Instagram account, shared a photo on her Instagram story where she is seen with Soni Razdan, Anu Ranjan and another friend on Thursday night.

While Neetu shared the selfie from this get-together with dancing ladies gif, Anu Ranjan shared another photo from the ladies night and wrote, “Making memories last forever 💜.”

See the latest photos from Neetu Kapoor and Soni Razdan’s party night:

Soni Razdan and Neetu Kapoor (Photo: Neetu Kapoor/Instagram)

This is not the first time Neetu and Soni were seen sharing a frame. Neetu earlier shared a photo with Soni, Alia, and Shaheen Bhatt. Her caption read, “Some happy moments shared with some very happy special people ❤️🥰🍾.” Soni Razdan had also shared a photo from that get-together.

Soni had also shared a photo from the jungles of Ranthambore in Rajasthan where she was vacationing along with Shaheen, Alia, Ranbir, Neetu and Riddhima Kapoor Sahni on New Year’s Eve. Coincidentally, Ranveer Singh and Deepika Padukone were also holidaying at the same place.


Alia and Ranbir started dating in 2017. Both Alia and Ranbir have publicly acknowledged their relationship, as have their family members.

Ranbir and Alia will be sharing the screenscape for the first time in Ayan Mukerji’s Brahmastra, which also stars Amitabh Bachchan, Mouni Roy, and Nagarjuna.
"
"60b123741fea113390c81d7f","There’s something eerie as soon as you enter the Sunflower housing society, at least that’s what its trailer suggests. The latest Zee5 web series is expected to give the audience a murder mystery with a twist. Starring actors Sunil Grover, Ashish Vidyarthi, Ranvir Shorey, Girish Kulkarni and Mukul Chadda, Sunflower looks exciting for reasons more than one.

Sunflower revolves around an ‘uncooperative’ society by the same name, and its quirky residents. But the common thread running between all of them is their mysterious traits. The story follows its residents’ quest towards making Sunflower the best housing society, until it gets embroiled in a murder investigation. Enter Shorey and Kulkarni who play cops, trying to uncover the layers of the whodunit.


Sunflower has dollops of dark humour and an interesting background music. Grover seems to be projecting an alter ego with a suspicious innocence. His jokes aren’t on the fun side. There’s something unappealing about Chadda’s character too. In short, Sunflower is laced with elements that show that there is more to it than meets the eye.


The eight-episode series, also starring Shonali Nagrani, Saloni Khanna and Radha Bhatt, has been written and co-directed by Vikas Bahl, along with Rahul Sengupta at the helm.

Produced by Reliance Entertainment and Good Co., Sunflower is slated to premiere on Zee5 on June 11."
"60b123da1fea113390c81d80","Actor Sonu Sood has been actively helping people across the country amid the coronavirus pandemic, but he also knows how to take things with a pinch of salt.

On Friday, Sonu took to Instagram to share a video of his milkman Guddu. The conversation between the two is what makes the clip interesting. According to Guddu, Sonu has given him a separate phone to receive calls from those who wish to reach out to the actor’s foundation for help. Revealing that he has to attend non-stop calls even at odd hours, Guddu’s frustration is evident.


We can also hear the Bollywood actor telling the milkman that even he is ready for help throughout the day. Guddu says, “Sir aapka alag dimag hai. Hamare paas itni capacity nahi hai na. Hum itna jhel nahi paate (Sir, you are smart. I don’t have the capacity to handle so much pressure, like you.)” Sonu tells him not to feel bad as he was doing noble work, while advising him to leave the job of selling milk and take up social service full time.

Sonu Sood, who has started an NGO titled Sood Charity Foundation, has been at the forefront of helping Covid-19 patients amid the pandemic. He also helped thousands of migrant workers reach their home during the lockdown last year."
